ResourceID,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
e68030ff-14bd-424b-aec8-e09d1f1495bf,ELO13550,Backlog Report,Primary,Event/Activity at The Gun Public House,2005-11-01,2001-11-30,Full,"A desk based assessment was undertaken on The Gun public house, Coldharbour in November 2001 by the Museum of London Archaeology Service. The site has a moderate potential for Prehistoric and Post Medieval periods. The Prehistoric remains may survive within areas of peat and alluvium, whilst the Post Medieval buildings may survive below or within extant buildings.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
e68adf2d-316b-4a1e-806b-f64c157fc1ab,ELO11625,Backlog Report,Primary,Event/Activity at Sutton Grammar School For Boys,2010-11-02,2010-11-02,Full,An evaluation was carried out at Sutton Grammar School for Boys by Sutton Archaeological Services in 2010.  The evaluation found one late Neolithic to Bronze Age blade but no sign of settlement was found so the blade represents a stray find.  The only other finds were clay pipe stems and 19th and 20th Century ceramic building material.   *Natural deposits of sand were observed between 44.65m OD and 44.10m OD.*,A line was drawn over along the approximate route of the trench at a scale of 1:1250 OS based on Master Map and a trench location plan in the report.
e6dc0273-e554-4a2d-854c-13601483c915,ELO10765,Backlog Report,Primary,Event/Activity at High Road No.789,1995-07-10,1995-09-15,Backlog,No description is currently available for this record.  Awaiting update.,
e6f778ca-841a-4bf7-a018-827aee80b215,ELO14114,Backlog Report,Primary,Event/Activity at Faircharm Trading Estate,2014-07-01,2014-07-17,Full,"Geoarchaeological investigations were used to create a deposit model for a site at Creekside, Lewisham in July 2014 by QUEST.  The deposit model showed a number of naturally created layers including a peat deposits.",A GIS line was drawn along the approximate route of the borehole transcet. Mapped at 1:1250 using OS MasterMap as a base.
e6ff9b36-c9ce-407f-97fb-65634cc36a25,ELO7001,Backlog Report,Primary,Desk Based Assessment at Fenchurch Street,2005-05-01,2005-05-31,Backlog,No description is currently available for this record.  Awaiting update.,
e7191da1-c433-4063-aa80-f54c116fdedd,ELO1790,Backlog Report,Primary,Trial Trench at Tulse Hill School,1994-01-01,1994-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e7271258-784d-4ab3-bdef-3ad1c229a7f3,ELO10053,Backlog Report,Primary,Event/Activity at Southampton Buildings,1999-08-01,1999-08-31,Backlog,No description is currently available for this record.  Awaiting update.,
e7364547-b8fa-4920-8ac1-e6e5f80f89e2,ELO3674,Backlog Report,Primary,Trial Trench at Hosier Lane,1994-01-01,1994-01-31,Backlog,No description is currently available for this record.  Awaiting update.,
e7376b21-9cb2-406a-9f67-0b8e80bf1892,ELO4192,Backlog Report,Primary,Trial Trench at Orchard Avenue,1993-01-01,1993-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e7460cd3-6f59-44e3-af93-3c797cf82463,ELO17848,Backlog Report,Primary,Test Pit at Lavington Street,2016-04-14,2016-04-15,Full,"Wessex Archaeology were commissioned by CBRE Ltd to undertake an archaeological evaluation at 25 Lavington Street on the 14th and 15th April 2016.  Two evaluation trenches (measuring 5m x 4m) were excavated alongside three test pits. The test-pits were machine excavated to a depth of approximately 1m, a section recorded and then they were machine excavated by another 1m to ascertain the levels of truncation on the site.  Test pit 1 was located in the north-east of Trench 1 and was unable to be excavted to full depth due to the presence of a large brick and cement drain structure. The pit was excavated to a depth of 2.07m AOD nd revealed only made ground. Test pit 2 was in the centre of Trench 1 and no undisturbed deposits were encountered. Test pit 3 was in the northwest of Trench 1. Again no undisturbed deposits were encountered.  Trench 2 was in the northeast of the site and measured 5m x 3.6m. Natural gravel deposits were encountered in the east at a depth of 1.83m AOD. The trench was heavily truncated by a large modern cut.  No archaeological finds or features were encountered.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e746f552-1126-4875-b048-fe019f05e581,ELO18116,Backlog Report,Primary,Desk Based Assessment at New Oupatients Building,2016-11-01,2016-11-30,Full,A desk based assessment was carried out by Aecom in November 2016 at St Mary's Hospital development on Praed Street,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e74e1aff-114e-410f-abf7-652e4abbefe2,ELO11159,Backlog Report,Primary,Event/Activity at Barking Skills Centre,2010-02-15,2010-02-23,Full,"An evaluation was carried out at Barking Skills Centre by Museum of London Archaeology in 2010.  A quarry pit was found, the backfill of which contained pottery fragments dating to the 12th and 13th Centuries.  The quarry pit was sealed by a soil layer associated with the cultivation of the area around Barking Abbey during the Medieval period.  A layer of rubble containing 18th Century brick fragments which may be associated with 18th Century buildings that stood on the site was also uncovered.  All these deposits were sealed by garden soil which reflects the site's use as an orchard during the 19th Century. *Natural deposits of gravel and brickearth were observed between 6.67m OD and 7.67m OD.*",A polygon was drawn over the approximate location of the trenches at a scale of 1:1250 OS based on Master Map and a trench location plan in the report.
e7539dec-a9b7-4864-9c3c-d5c26b45445c,ELO18363,Backlog Report - Invisible,Primary,Event/Activity at Great Suffolk Street,2007-01-01,2007-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e7575cbc-c20e-4cf9-bf2a-5636cc32d677,ELO18560,Backlog Report - Invisible,Primary,Event/Activity at Coombe Wood Secondary School,2018-01-01,2018-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e7576aef-7505-43c3-9fcf-3da8070cd1c8,ELO1771,Backlog Report,Primary,Trial Trench at Streatham Bus Garage,1993-01-01,1993-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e75c0ccf-780a-433b-b861-2c09e7c6bac0,ELO17629,Backlog Report,Primary,Desk Based Assessment at Crown Hill,2017-02-01,2017-02-28,Full,"RPS CgMs prepared a built heritage statement of 12-20 Crown Hill and 63 Frith Road on behalf of Lipman Preperties Ltd in February 2017.  In the immediate vicinity of the building are four grade II listed buildings: 11 Crown Hill, 13 and 13A Crown Hill, 61, 63, 65 Church Street and the The Dog and Bull Public House.  It was suggested that the proposed development of the site would have no negative effects on the setting and significance of the identified statutorily listed buildings. It was thought that they high quality elevational treatment to be applied to the property would improve the street scene.",Organisation= RPS and CgMs A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e76283ec-9a0b-4331-a63c-923eecde4787,ELO10887,Backlog Report,Primary,Event/Activity at Walthamstow Central,2003-01-01,2003-12-31,Backlog,No description is currently available for this record.  Awaiting update.,"GIS polygon created 12/02/2010.  Mapped at 1:1,250 scale using OS Mastermap"
e7754d37-1fcb-41ce-b83b-51263c705770,ELO14570,Backlog Report,Primary,Event/Activity at Regent's Park Estate,2014-01-01,2014-10-10,Full,"Desk based assessment of the cultural heritage at 11 sites within the Regent's Park Estate, and one to the south-east. The report suggests that development at the 12 sites would not have a significant impact on the archaeology of the area.","GIS polygon created 22/01/2015 and mapped at 1:10,000 scale using OS 1:10,000 mapping."
e7785866-f767-4e14-b982-8e9da7fee2b2,ELO11541,Backlog Report,Primary,Event/Activity at Sun Alliance Sports Club,2010-08-16,2010-09-03,Full,"An evaluation was carried out at the Sun Alliance Sports Club by Pre-Construct Archaeology in 2010.  A number of tree boles and tree throws were found, some of which contained Late Bronze Age pottery and burnt and struck flint which indicated that forest clearance had taken place during that period.  A Late Bronze Age ditch, which had been observed in other parts of the site during previous investigations, was uncovered in the north of the site.  *Natural deposits of London Clay and gravel were observed between 12.83m OD and 15.90m OD.* The evaluation comprised of 18 trenches measuring 30m x 2m. A 5% sample of the higher ground was evaluated (equating to a sample of 8 trenches) and 1% of the lower area was sampled (equating 10 trenches).",A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
e784fe01-8b16-43be-800a-eb3fd4d85e5a,ELO1213,Backlog Report,Primary,Desk Based Assessment at Merton Abbey,1999-01-01,1999-12-31,Full,"In 1999 Judith Goodman published documentary research, in the William Morris Society Journal, about the site at which William De Morgan had his 'Merton Abbey' pottery works. It was assumed to have been either on or adjacent to William Morris's work site, which was at Merton Abbey (TQ264 701). However, according to Mrs Goodmans research, we now know that De Morgan's 'Merton Abbey' site lay a few hundred meters away, in the crn of Byegrove Rd and High St, Colliers Wood. He produced his 'Merton Abbey' ware here from 1881/2 to 1888, when he moved his works to Fulham. The De Morgan site is currently occupied by a garage (High St) and council flats (Byegrove Rd). On the site now occupied by the garage once stood Stone Cottage, which seems to have functioned as the works office. But earlier in the 19th Century it had served as a local tollgate for the Surrey Iron Railway.",
e7ad0a48-135e-4b1c-9f15-063dce0e3052,ELO11207,Backlog Report,Primary,Event/Activity at New Aquatics Centre,2005-02-01,2005-03-24,Full,An evaluation was carried out at the site of the New Aquatics Centre by Museum of London Archaeology Service/Pre-Construct Archaeology in 2005.  The site lay within active river channels or marshy areas for most of Prehistory.  Butchered bone of Neolithic date was found in a peaty land surface while worked wood of Bronze Age date was found which had been washed up as driftwood at the margins of the river. *Natural deposits were not observed.*,A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a trench location plan in the report.
e7c4671d-b3c5-441b-9834-aacd3921add6,ELO18629,Backlog Report - Invisible,Primary,Event/Activity at Vauxhall Square,2012-01-01,2012-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e7c5092f-88b6-44aa-ae24-e7ff72e456eb,ELO12634,Backlog Report,Primary,Event/Activity at Barnes Common,2012-03-01,2012-03-12,Full,"A watching brief was undertaken in March 2012 in the west of the site of the former Goods Yard at Barnes Common by Museum of London Archaeology. This was the second of two phases and monitored the excavation of 22 foundation trenches.  The natural had been truncated by large cut features possibly associated with land consolidation for the goods yard, and a possible gravel pit. A number of finds of a 19th Century date were present.  *Natural was observed at a height of 4.4 and6.35m OD*",A GIS polygon was drawn over the approximate area of the watching brief. Mapped at 1:1250 using OS MasterMap as a base.
e7cd4d86-3734-4af6-a5de-8bd6a1b3e593,ELO17320,Backlog Report,Primary,Borehole Survey at Riverside Sewage Treatment Works,2016-07-18,2016-07-26,Full,In July 2016 RSK Environment Limited were commissioned to undertake an archaeological watching brief during geotechnical site investigations at the Riverside Sewerage Treatment Works.  The watching brief monitored three boreholes. No deposits containing archaeological remains were identified. Made ground was encountered in every borehole and this was consistent with material from the 20th Century.  The Blackheath Member of Harwich Formation was encountered at 13.5-14.3m and this contained black flint pebbles.  It is thought that there is a low potential for in situ archaeological remains. This is largely due to the extensive ground works which have occurred during the use of the site as a sewage treatment facility.,A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e7e054dd-345a-48de-a606-db0f4bfd2fa6,ELO3533,Backlog Report,Primary,Trial Trench at Elmer Avenue,1996-01-01,1996-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e7f10d02-b616-4d5a-8207-0ddf68418336,ELO13611,Backlog Report,Primary,Event/Activity at Holland Park School,2013-10-07,2013-10-17,Full,"A watching brief was undertaken on Holland Park School, Campden Hill Road, between the 7th to 17th October 2013 by Museum of London Archaeology. The work focused on trial pits, window samples and cable percussion boreholes.  Localised deposits were recorded in the window samples and boreholes. One of the window samples to the east of the site contained pottery of a Saxon or Iron Age date and the sample may be within a feature. Limited evidence for Post Medieval agriculture was suggested by a possible re-worked ploughsoil if subsoil containing Post Medieval pottery and residual Late Bronze Age pottery. *Natural gravel was observed between 31 to 29m OD*",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
e7fa43f1-3bd9-4bb2-a516-23ae5626a906,ELO15978,Backlog Report,Primary,Event/Activity at Twickenham Station,2015-01-22,2015-02-10,Full,"An evaluation was carried out at Twickenham Station, London Road between the 22nd January and the 10th February 2015 by Pre-Construct Arcaheology. The site comprised three trenches.  The trenches revealed deposits relating to mid-late 19th and 20th Century activity. A number of pottery and glass fragments were also recovered.",GIS polygons were drawn over the approxiamte area of the site. Mapped at 1:1250 using OS MasterMap as a base.
e7fb7e5e-2c6f-4590-929a-9eed509eae5f,ELO11057,Backlog Report,Primary,Event/Activity at BSkyB Harlequin 1,2007-08-01,2007-08-17,Full,An evaluation was carried out at BSkyB Harlequin 1 by Museum of London Archaeology Service in 2007.  No archaeological features or artefacts were discovered.  There is also a low potential for the survival of ancient ground surfaces or cut features. *Natural gravel deposits were observed between 16.30m OD and 19.02m OD*,A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan of trenches and trial pits in the report.
e7fef044-a1f1-426c-929c-ffa10a12d125,ELO13414,Backlog Report,Primary,Event/Activity at Old Stockley Road/Horton Road,2012-01-01,2012-01-31,Full,"Historic Building Recording was undertaken on a number of the bridges along the route of Crossrail, two of these bridges were located within the London Borough of Hillingdon. They were recorded in January 2012 by Wessex Archaeology.  The bridges along the Great Western Railway were built by Brunel to a standard design incorporating semi-elliptical arches spanning double sets of brad gauge rails.",GIS polygons were drawn over the approximate location of the bridges. Mapped at 1:1250 using OS MasterMap as a base.
e801703e-2b32-4882-a43f-641518e46b00,ELO140,Backlog Report,Primary,Watching Brief at Upper Lodge - Ha Ha,2002-02-21,2002-03-05,Full,"CKC Archaeology carried out an archaeological watching brief in advance of residential development at the site Upper Lodge, Bushy Park, Richmond, during the reprofiling of the Ha Ha. The work was commissioned by Neil Rushton and C K Currie of CKC Archaeology on behalf of OFA Project Management and Upper Lodge Properties Ltd between 21/02/02 and 05/03/02. This revealed the remains of three brick drains and two brick culverts. The culverts were also recorded during a earlier phase of work and dated to the 16th-17th Century. The brick drains are later in date and were still in use y the late 18th-early 19th Century.",
e8194430-6488-479e-bff1-25cc3785d818,ELO17676,Backlog Report,Primary,Watching Brief at Oxford Street,2015-11-03,2016-03-17,Full,"In December 2014 Museum of London Archaeology were commissioned to undertake an archaeological evaluation at 73-89 Oxford Street. Four trenches on the western half of the site were investigated. This followed by two additional evaluation trenches in the eastern half of the site in February 2015. Subsequently a watching brief was conducted in March 2015 in the south-west quadrant of the site. Following the demolition of the 19th-20th Century buildings on the site, an archaeological excavation and watching brief was conducted from November 2015 to March 2016. It is this final phase of work which is covered in this event.  The watching brief was conducted on eleven trenches excavated along the western edge of the site (trenches 18, 17, 17A, 16A, 16, 15A, 15, 14A, 14, 13A, 13). The excavation was conducted in the central-western part of the site. It was revealed that the earliest activity on the site dates to the Post Medieval period. Firstly there was quarrying within an open rural landscape, which was followed by the urban development of the site from the late 17th to 19th Century. No features from this period survived in the eastern half of the site due to truncations from the 19th and 20th Century remodelling of the site. Features which survive from this period include three subterranean brick-lined features, interpreted as brick cesspits and soakaways, thought to be associated with the properties fronting onto Dean Street and a yard in the middle of the site. Most of the finds on the site were recovered from two refuse pits. One was related to a property on Oxford Street and dated to the late 17th-early 18th Century. The other related to a property on Dean Street and dated between the 18th and 19th Centuries. These finds were domestic in character.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e8210d2a-df59-411e-b92b-bd355d3ae097,ELO2379,Backlog Report,Primary,Desk Based Assessment at Leyton Grange Estate,2004-01-01,2004-12-31,Full,There is no description for this event,
e827e2a3-e080-4962-a239-a90d6c0b6425,ELO11255,Backlog Report,Primary,Event/Activity at RMC Land,2005-05-01,2006-09-30,Backlog,No description is currently available for this record.  Awaiting update.,"GIS polygon created 16/08/2010 and mapped at 1:1,250 scale using OS Mastermap"
e829aa75-0c31-440a-a469-59a2142a716f,ELO17843,Backlog Report - Invisible,Primary,Event/Activity at King's Cross Station Red Star Parcel Office,2003-01-01,2003-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e833b0ea-cffb-4257-ac45-5571482c6c30,ELO17467,Backlog Report - Invisible,Primary,Event/Activity at St Mary Stratford Bow Church,2007-01-01,2007-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e8370638-7d1e-49cb-852d-e555390c63a9,ELO11210,Backlog Report,Primary,Event/Activity at Olympic Planning Delivery Zone 2,2008-03-12,2008-03-19,Full,An evaluation was carried out at Planning Delivery Zone 2 of the Olympic site by Museum of London Archaeology Service/Pre-Construct Archaeology in 2008.  Evidence for a watercourse was found which may be dated via radiocarbon analysis of seeds and other plant remains in the riverbed.  This water course silted up and became a creek or backwater. *Natural deposits of gravel were observed at 1.5m OD.*,A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a location map in the report.
e841069b-b53b-4d41-95f7-04fcb3cd0f1e,ELO14833,Backlog Report,Primary,Event/Activity at St Dunstan's Church,2013-06-24,2013-06-24,Full,"Building recording undertaken in 2013 by Oxford Archaeology, on the north wall of the church tower after the demolition of a 1950s vestry, and the construction of a new extension.  This work formed part of a wder programme of work.","GIS point created 05/08/2015 and mapped using OS Mastermap at 1:1,250 scale. Centred on wall recorded."
e8526d96-28fa-4009-b75e-472d4f640b18,ELO14287,Backlog Report,Primary,Event/Activity at The Rifles Public House,2014-01-27,2014-01-31,Full,"An evaluation was undertaken at The Rifles Public House, Enfield Lock in January 2014 by Britannia Archaeology. The site comprised one trial trench. No archaeological features were present, and only demolition debris relating to the 1917 extension of the public house was present.",A GIS polygon was drawn over the approximate area of the trench. Mapped at 1:1250 using OS MasterMap as a base.
e85c5e3a-cb1d-4a79-9c59-569df01997a2,ELO17294,Backlog Report - Invisible,Primary,Event/Activity at Victoria Road,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e8627996-8188-4836-a5f6-0588a8236ca4,ELO13714,Backlog Report,Primary,Event/Activity at Preston's Road,2013-11-01,2013-11-30,Full,A desk based assessment was undertaken by CgMs Consulting on the Wood Wharf Masterplan in November 2013.,"A GIS point was located in the approximate area of the site, no mapping available."
e862866b-5dac-4691-9b23-ce67e2157972,ELO18438,Backlog Report - Invisible,Primary,Event/Activity at Dockmaster's Quay,1995-01-01,1995-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e86bb18a-3546-4d6e-814c-8d22e710d9a7,ELO10195,Backlog Report,Primary,Event/Activity at Burford Road,1999-12-01,1999-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e873fa20-0b49-4189-b964-96cda0278435,ELO10851,Backlog Report,Primary,Event/Activity at St George's Hospital,1994-04-12,1994-04-19,Backlog,No description is currently available for this record.  Awaiting update.,
e8773364-3eec-4339-a3ba-ee3140aafe9f,ELO17502,Backlog Report - Invisible,Primary,Event/Activity at Church Gardens,2016-01-01,2016-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e8be0181-4f7f-4ad5-aa7f-00ec3589d9a8,ELO13898,Backlog Report,Primary,Event/Activity at Wyema,2014-03-01,2014-03-28,Full,"A heritage statement was created for Wyema, 9 North Road, Havering-atte-Bower in March 2014. The proposals are thought to have a minimal effect on the area.",A GIS polygon weas drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
e8e638c6-3bb8-47c1-8059-849a608f02eb,ELO17982,Backlog Report,Primary,Desk Based Assessment at Villier Road,2016-06-01,2016-06-30,Full,"In June 2016 Museum of London Archaeology were commissioned to undertake an archaeological desk based assessment in advance of proposed development at 40 Villiers Road.  It was concluded that there was high potential for a sequence of alluvial deposits on the site, which could contain preserved pollen, insects, molluscs, abd other organic material which could provide evidence of past environments. There is also thought to be moderate potential for evidence of Post Medieval water management on the site: a late 19th Century overflow pond related to a Cocoa Fibre Works was located on the site. Additionally there is thought to be low to moderate potential for remains associated with Prehistoric explotation of resources along the Hogsmill River. The site has low potential for remains of all other periods.  The site was in open ground, away from the main areas of historic settlement until the construction of the current buildings in the mid 20th Century. Archaeological survival is thought to be high due to the limited extent and depth of past impacts and th likely depth of deposits.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e8e79ff2-c7c8-4a93-b45a-d3a796d44cbc,ELO11918,Backlog Report,Primary,Event/Activity at Osiers Road,2011-05-05,2011-06-22,Full,"An archaeological watching brief was undertaken by Pre-Construct Archaeology for CgMs at the Osiers Estate in June 2011 during removal of obstructions and ground reduction at the Osiers Estate. No evidence of organic deposits, archaeological structures of features were observed.",GIS polygon created 24/02/2012 at 1:1250 scale using OS MasterMap.
e8e870bd-6149-44fd-8ff6-95e4481950da,ELO11567,Backlog Report,Primary,Event/Activity at Shaft B4,2010-07-20,2010-09-01,Full,A watching brief was carried out during the construction of Shaft B4 on the Broadway by Compass Archaeology in 2010.  No archaeological finds or features were observed but modern services and made ground which included concrete and red brick were uncovered.  The area was heavily truncated and redeposited sand and gravels were also observed. *Natural deposits of clay were observed 3.5m below the ground level.*,A point was placed over the approximate location of the shaft based on a grid reference in the report.
e8e91270-0484-4e33-807e-d84731cf1b52,ELO14002,Backlog Report,Primary,Event/Activity at West Croydon Station,2014-05-01,2014-05-23,Full,"A desk based assessment was undertaken at West Croydon Interchange in May 2014 by Museum of London Archaeology.  The site is likely to contain the remains of the Croydon Canal Railway, which was a horse powered iron railway built in 1805. The remains of the Croydon Canal basin and warehousing are also likely to be on site.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
e8f47cb0-d195-4976-8e41-4c5b43bc59de,ELO9783,Backlog Report,Primary,Event/Activity at Cheyne Hospital,1996-06-01,1996-06-30,Backlog,No description is currently available for this record.  Awaiting update.,
e90ef005-e701-433c-99ca-68382e4bd586,ELO17492,Backlog Report - Invisible,Primary,Event/Activity at Langley Park Primary School,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e9288098-acae-4fbc-a653-23130c710541,ELO18608,Backlog Report,Primary,"Test Pit at Laws Building, KingÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¾ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¢s College",2014-01-02,2014-01-17,Full,"In January 2014 Museum of London Archaeology conducted an archaeological evaluation at the Laws Building, Kings College London. Seven test pits were located in the basement of the building. Four were for archaeological investigation and three were for geotechnical purposes.  The test pits found heavily truncated Saxon (e.g. quarry and rubbish pits) and Post Medieval activity (17th Century wall foundations and drain and 19th-20th Century coal hole) of low to medium significance and possibly Medieval activity (a chalk wall foundation) of low significance. The construction of 19th Century basements had truncated the horizontally stratified deposits.",
e92a92f5-2d26-4dd4-abf5-3197f59db76b,ELO11008,Backlog Report,Primary,Event/Activity at Manor Farm,2004-01-01,2004-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e92f252f-19fa-4fd9-8b9f-2616717d2f3e,ELO17921,Backlog Report - Invisible,Primary,Event/Activity at Swains Lane,2013-01-01,2013-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e945b9fd-367b-4121-b07c-9f7d18e2e77d,ELO18227,Backlog Report - Invisible,Primary,Event/Activity at Bow Churchyard,1992-01-01,1992-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e94a1561-c43b-48ee-9ca1-dcc35b1f960a,ELO17989,Backlog Report - Invisible,Primary,Event/Activity at old London Road,2016-01-01,2016-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
e95006ba-2ed1-4f55-b871-76df44beb4b1,ELO13304,Backlog Report,Primary,Event/Activity at Marble Arch House,2010-03-01,2010-03-31,Full,"A watching brief was undertaken on seven geotechnical pits at 62-64 Seymour Street, W2 by Museum of London Archaeology in March 2010.  Only one archaeological feature was observed but the area of excavation was not large enough to identify the form or function of the feature.",GIS point created using the grid reference in the report. No mapping in report.
e95e855f-e752-424b-9350-ba7cfa560c92,ELO16976,Backlog Report,Primary,Event/Activity at New End,2016-02-18,2016-02-25,Full,"An evaluation was carried out at 29 New End, Hampstead between the 18th-25th February 2016 by Pre-Construct Archaeology. The site comprised four trial trenches. Subsoils were capped by thick modern made ground which was in turn cut by a red brick wall of a probable 19th Century date.  *Natural Bagshot sands were observed at 117.38-119.85m OD*",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
e95ee190-b1a4-499a-8de5-3fb9535de980,ELO9629,Backlog Report,Primary,Event/Activity at Former Railway Sidings,2002-12-01,2002-12-31,Full,"A desk based assessment was undertaken at Green Dragon Lane in December 2002 by CgMs Consulting.  The site is thought to have a low potential for Palaeolithic finds, and a low potential for all other periods of human activity.",
e964d9e8-a566-414b-a4d3-d7f55053bd16,ELO13698,Backlog Report,Primary,Event/Activity at Worcesters Primary School,2012-06-06,2012-07-11,Full,"A watching brief was undertaken at Worcesters Primary School, Forty Hill between the 2nd and 4th April 2012 by Museum of London Archaeology. No archaeological features were observed and some unstratified finds were recovered. These indicated some Prehistoric activity in the area along with Post Medieval finds. *Natural London Clay was observed at a height of 36.11m to 34.49m OD*",A GIS polygon was drawnover the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
e967c791-3fe6-4912-8c51-2f688dd5440d,ELO10698,Backlog Report,Primary,Event/Activity at London Road,1993-02-01,1993-02-05,Backlog,No description is currently available for this record.  Awaiting update.,
e98d30ef-a142-47b7-8082-189a116d2ab8,ELO18569,Backlog Report,Primary,Watching Brief at Fair Field,2016-11-30,2016-12-15,Full,"In 2015 Pre-Construct Archaeology were commissioned by Mott MacDonald to undertake an archaeological watching brief on geotechnical investigations for land at Fair Field. The excavation of 11 (reduced to 6) observation pits was monitored alongside two Dynamic Cone Penetrometers.  The investigations dug in the Arnhem Gallery found natural gravel at around 1.5m below ground level. The gravel varied in height from 58.35m OD and 59.04m OD in the centre of site (DOP01-04) to 58.60m to 58.55m OD in the west(DOP 01-01 and DOP 01-02). Above the gravel was various levels of made ground, the latter of which dated to the Post Medieval period. The natural gravel in these observation pits was overlain by Medieval and Post Medieval layers suggesting little truncation in the centre and west of the site. The other investigations revealed a high level of truncation.  Between Faifield Halls and the Magistrates Court wall foundaitons were visible at around 1m. No further excavation could take place so archaeology could survive beneath this level.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
e99f68c6-ff9c-4ffa-ac03-c56dfd420015,ELO1495,Backlog Report,Primary,Excavation at Queensborough House,2000-08-01,2000-09-30,Backlog,No description is currently available for this record.  Awaiting update.,
e9a795fe-8ed8-47db-864f-403ae5ee263f,ELO784,Backlog Report,Primary,Watching Brief at Ravenscourt Preparatory School,2003-07-08,2003-07-14,Backlog,No description is currently available for this record.  Awaiting update.,
e9ace11a-b6e2-4a91-9904-644729e3ba45,ELO14214,Backlog Report,Primary,Event/Activity at Richmond Hill,2013-04-04,2013-05-17,Full,A watching brief was undertaken at 7 Richmond Hill between the 4th April to the 17th May 2013 by AOC Archaeology. The work involved the monitoring of groundworks for a new basement. No archaeological remains were observed. *Natural London clay was observed*,A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
e9cc4248-f187-44bb-a706-b7afc9ebff61,ELO18634,Backlog Report - Invisible,Primary,Event/Activity at White Hart Lane Station Upgrade,2018-05-22,2018-05-22,Backlog,No description is currently available for this record.  Awaiting update.,
e9ded448-655c-47c9-b826-e326872827aa,ELO18345,Backlog Report - Invisible,Primary,Event/Activity at Christchurch Greyfriars,2008-01-01,2011-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
