ResourceID,Geometry,External Cross Reference Source,External Cross Reference Number,Event Type,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
c7c0aa7f-2b53-4c85-85d4-14290cd524a9,,,,Desk Based Assessment,Southwark,Borough,Current,Primary,Albion Street Civic Centre,,,,Albion Street,,London,,ELO18476,Event - Interpretation,Primary,Desk Based Assessment at Albion Street Civic Centre,2016-05-01,2016-05-31,Full,"Bell Phillips Architects prepared a heritage statement in relation to a proposed planning application for the 'Albion Street Civic Centre in May 2016.   The site is located between two Grade II listed structures: St Olav's Norwegian Church and the Finnish Seaman's Mission.   The heritage statement concluded that the present building, in its iteration as Civic Centre and public square, failed to enhance the significance of either listed building. The proposal would present an improvement to the whole of Albion Street.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
c89e51af-f68b-4abe-a518-c136e2a0544c,,Site Code,BYA00,Watching Brief,Southwark,Borough,Current,Primary,St Saviour's House,,,21,Bermondsey Wall West,,London,SE1,ELO15320,Event - Intervention,Primary,Watching Brief at St Saviour's House,2000-01-01,2000-12-31,Full,"An archaeological watching brief by Pre-Construct Archaeology in 2000 at St Saviour's House, 21 Bermondsey Wall West, Southwark.  Natural strata were not observed during the monitoring of excavations for beam slots, drain runs and a foundation trench. Made ground, a brushwood surface of Post Medieval to 18th Century date, and the remains of foundations dating to the 19th and 20th Century, were recorded.  *Natural was not observed.*",
c8b0e3f0-a0c7-42ed-acea-f122c334cc85,,,,Desk Based Assessment,Kingston upon Thames,Borough,Current,Primary,Tolworth Hospital,,,,Red Lion Road,Tolworth,Surbiton,KT6 7QU,ELO17923,Event - Interpretation,Primary,Desk Based Assessment at Tolworth Hospital,2017-08-01,2017-08-31,Full,AOC Archaeology Group were commissioned by Montagu Evans to undertake an archaeological desk based assessment of Tolworth Hospital in August 2017.   It was revealed that the site had been an open areauntil the building of Tolworth Hospital in the late 19th Century; consquently there is a low potential for discovering previously unknown archaeological remains within the site.   The site has been occupied by the buildings and associated landscaping of Tolworth Hospital since the late 19th centuy and the ground was likely disturbed by the construction of these buildings. However evidence may survive of the agricultural and possibly earlier uses of the site.,A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
c8e3404c-315e-47e2-9e8a-bea3f516c822,,Site Code,GBN15,Trial Trench,Wandsworth,Borough,Current,Primary,Springfield University Hospital,,,61,Glenburnie Road,Tooting,London,,ELO18198,Event - Intervention,Primary,Trial Trench at Springfield University Hospital,2016-01-06,2016-01-09,Full,"15	""AOC Archaeology Group were commissioned to undertake an archaeological evaluation at Springfield University Hospital between the 5th and 9th January 2016.   Four trial trenches were excavated. The trenches were excavated by machine and then cleaned by hand. No archaeological finds or features were observed. The deposits within the trenches indicate the site has been truncated and returfed.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
c8e3404c-315e-47e2-9e8a-bea3f516c822,,OASIS ID,aocarcha1-240405,,,,,,,,,,,,,,,,,,,,,,
c8e3404c-315e-47e2-9e8a-bea3f516c822,,LPA Planning Reference,2015/4614,,,,,,,,,,,,,,,,,,,,,,
c95cf5cf-0b98-46da-86f9-c07baf8bee92,,Site Code,ZZZ07,Watching Brief,Merton,Borough,Current,,,,,,,,,,ELO7413,Event - Intervention,Primary,Watching Brief at The Former Sleepeezee Factory Site,2007-05-21,2007-05-25,Full,"A watching brief was maintained in the excavation of three trenches at the Former Sleepeezee Factory site on Morden Road, Mitcham, by Pre-Construct Archaeology during June 2007.  The work was designed to investigate the archaeological potential and to assess the presence, or absence, of palaeoenvironmental remains.  Work followed on from a previous desk based assessment of the site.  The trenches encountered natural as natural sands and gravel, overlain by a possible Post Medieval subsoil in one trench, and in all made ground deposits for the factory site.  No significant archaeological deposits, features or finds were recovered in the work.",
c95cf5cf-0b98-46da-86f9-c07baf8bee92,,OASIS ID,preconst1-27849,,,,,,,,,,,,,,,,,,,,,,
c9765811-013b-45ca-80cb-9734d7cbe709,,Site Code,MFM98,Trial Trench,Hounslow,Borough,Current,,,,,,,,,,ELO3997,Event - Intervention,Primary,Trial Trench at Mayfield Farm,1998-09-01,1998-10-31,Full,"In September and October 1998 Framework Archaeology was commissioned to undertake an archaeological evaluation at the Mayfield Farm site.   Five groups of trenches were excavated to a width of 4m. Redeposited Bronze Age finds were recovered from later deposits. The excavation identified a clearly defined spread of Late Iron Age/Roman activity in the north-east corner of the evaluation area comprising pits, ditches and a probable kiln/oven. These were dated by contained pottery to 1st/2nd Century AD. A Post Medieval land drain densely infilled with partially articulated horse bones(mainly skulls and long-bones) was also excavated.",
c9922ee1-92cb-4f2d-8bab-f2f6e052a4ca,,Site Code,SWOEV,Evaluation,Hillingdon,Borough,Current,Primary,Heathrow Holiday Inn,,,,Swindon Road,Longford,Hounslow,,ELO17500,Event - Intervention,Primary,Evaluation at Heathrow Holiday Inn,2015-12-01,2016-08-31,Full,"Between December 2015 and August 2016 Oxford Archaeology was commissioned to undertake an archaeological evaluation and watching brief at the Holiday Inn Development site Swindon Road, Heathrow Airport.   Three trenches were excavated within the proposed development area. The trenches revealed a general sequence of modern make-up deposits and tarmac surfaces overlying natural gravels. No significant archaeological remains were identified by the watching brief which demonstrated extensive evidence of previous truncation.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
c9922ee1-92cb-4f2d-8bab-f2f6e052a4ca,,,,Watching Brief,,,,,,,,,,,,,,,,,,,,,
c9a33aff-644b-444a-9c09-e9a498eeb9ce,,,,Desk Based Assessment,Southwark,Borough,Current,Primary,,,,52,Southwark Bridge Road,,London,SE1 0AR,ELO18261,Event - Interpretation,Primary,Desk Based Assessment at Southwark Bridge Road,2011-03-01,2011-03-31,Full,"In March 2011 Heritage Collective conducted an archaeological desk based assessment of 52 Southwark Bridge Road and 74 Union Street.   It was concluded that the site has a high potential for Neolithic, Roman and Post Medieval periods and a low-moderate potential for later Prehistoric periods and a low potential for all other periods.   Neolithic remains are thought to possibly take the form of truncated pits and residual finds. Roman deposits are thought to relate to the Roman settlement of Londinium.   Bomb damage from the Second World War and the cutting of foundations for exisiting buildings are thought to have had a localised impact on archaeological remains, with a high survival remaining in some areas of the site.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
c9a33aff-644b-444a-9c09-e9a498eeb9ce,,,,,,,,Alternate,,,,74,Union Street,,,,,,,,,,,,
cab56f95-57c6-463c-a83f-a26b6c827e5e,,Site Code,MHN91,Watching Brief,Merton,Borough,Current,,,,,,,,,,ELO11703,Event - Intervention,Primary,Watching Brief at Morden Nursing Home,1991-07-24,1991-07-26,Full,"A watching brief carried out at Morden Nursing Home by the Department of Greater London Archaeology (South-west) in July 1991 revealed in section, below the humic topsoil, a linear ditch running east-west with a small amount of Early Medieval pottery. Also observed was a red brick culvert of c.17th Century date, possibly relating to the Manor House.",
caba9118-3e69-4749-b758-f6912c805c98,,,,Desk Based Assessment,Richmond upon Thames,Borough,Current,Primary,Nash Gate - Royal Botanic Gardens,,,,Kew Green,,Richmond,TW9 3AB,ELO18653,Event - Interpretation,Primary,Desk Based Assessment at Nash Gate,2017-07-01,2017-07-31,Full,"AOC Archaeology Group compiled a desk based assessment in July 2017 of Nash Gate, Royal Botanic Gardens, Kew.  It was concluded that there is a moderate potential for Prehistoric, Medieval and Modern archaeological remains, and a moderate to high potential for Post Medieval archaeology. It was also concluded that any archaeological remains are likely to be well preserved due to the limited nature of Post Medieval to Modern development.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
caf27bae-5f2c-49f2-93bd-a57fb39b533b,,Site Code,PFD16,Building Survey,City of Westminster,Borough,Current,Primary,,,,1,Penfold Place,,London,NW1 6RJ,ELO17657,Event - Survey,Primary,Building Survey at Penfold Place,2016-09-08,2016-09-14,Full,"A Level 1 standing building recording survey of 1 Penfold Place, City of Westminster was undertaken by Museum of London Archaeology  in September 2016.   The building recording survey was commissioned by Palladian for the development of the site to create two three-storey building with basement. The current un-basemented structure will be demolished. The present survey was restricted to the south east part of the site, due to the building being bounded on all other sides by buildings.  The current structure is a two storey brick building, a workshop, retail unit and three further storage units to the rear. The main mid-19th Century building is of a lightweight industrial type with a large loading door on ground floor level and a smaller loading door above at 1st floor level. Two other structures on site date to the mid-20th Century.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
caf27bae-5f2c-49f2-93bd-a57fb39b533b,,OASIS ID,molas1-262557,,,,,,,,,,,,,,,,,,,,,,
cb120519-7fe9-4bb6-bf71-f73b9e6f4147,,Site Code,BMP92,Trial Trench,Southwark,Borough,Current,,,,,,,,,,ELO2831,Event - Intervention,Primary,Trial Trench at Berryfield Road/ Manor Place Walworth London Borough of Southwark,1992-05-12,1992-05-19,Full,"An archaeological evaluation was undertaken by Museum of London Archaeology Service at the corner of Berryfield Road and Manor Place, Walworth, Southwark between May 12th 1992 and May 19th 1992. This was due to the site's proximity to the former location of Walworth Manor, and therefore the possibility of significant archaeological remains of at least as far back as the Medieval In the area of excavation, natural geology was encountered between 1.10m and 1.25m aOD, though this may have been truncated by rubble deposits from Victorian tenements.  Two 5m square trial trenches wereexcavated, one in each of the vacant plots making up the site. In both trenches, a 2m square slot was dug into the base of the trench after the removal of brick rubble overburden, for health and safety reasons, and in order to investigate sections below this deposit.  Trench A revealed a number of rubbish and cess pits of Post Medieval and early 20th Century dates, although a heavily abraded piece of Roman pottery was discovered in a pit cut feature to the west along with Post Medieval building material. The earliest feature identified was a V-shaped ditch, containing no dating evidence, but described as a drainage or boundary ditch from when the area was used for agriculture.  Trench B contained a deep pit with three different fills. These were dated by Post Medieval ceramic building material and a clay pipe stem dating to around 1700, although the central fill also contained a large sherd of (presumably residual) South Hertfordshire ware pottery (1150 -1300).  In light of the limited evidence for early occupation and the extent to which the Victorian tenements had truncated the deposits, no further archaeological investigation was recommended.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
cbf04b63-84eb-424c-b8ed-50b7142fcdfa,,Site Code,CFH02,Unsystematic Fieldwalking Survey,Havering,Borough,Current,,,,,,,,,,ELO772,Event - Survey,Primary,Unsystematic Fieldwalking Survey at Central Farm,2002-10-30,2002-11-04,Full,"Above average amounts of burnt flint and a large numbers of worked flints were spread generally over the site. These discoveries indicate possible Prehistoric activity in the general area.  Only a small amount of Medieval and Post Medieval material was recovered, probably representing manuring spreads derived from rubbish generated by Central Farm itself.  A large amount of Modern pottery was present over the entire area. There was also an above average amount of brick.",
ccdda295-5c23-4ffe-9f49-d266dbdfa9be,,,,Desk Based Assessment,City of Westminster,Borough,Current,Primary,West End Green,,,285-329,Edgware Road,,London,W2,ELO18039,Event - Interpretation,Primary,Desk Based Assessment at West End Green Edgware Road,2015-09-21,2015-12-11,Full,"Historic Environment Assessment carried out by Museum of London Archaeology at West End Green, 285-329 Edgware Road, London, W2 in December 2015.  There is a high potential for remains of Post Medieval development of the site including footings, drains and cellars of low significance. There is a low potential for remains from all other periods. A watching brief was recommended as mitigation.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
cd16f318-6439-4354-a6ba-346694566983,,,,Desk Based Assessment,Barnet,Borough,Current,Primary,High Barnet Underground Statin,,,,Barnet Hill,,Barnet,EN5 5RP,ELO8920,Event - Interpretation,Primary,Desk Based Assessment at Barnet Hill,1993-03-01,1993-03-31,Full,A desk based assessment of the historic environment potential of the site.,
ceb6390a-61fb-4955-890a-fd033272bfd7,,Site Code,ASD16,Building Survey,Kingston upon Thames,Borough,Current,Primary,The Telephone Exchange,,,,Ashdown Road,,Kingston upon Thames,KT1 1EE,ELO17378,Event - Survey,Primary,Building Survey at The Telephone Exchange,2017-02-01,2017-02-28,Full,"Pre-Construct Archaeology Limited was commissioned by CgMs Consulting Limited on behalf of St George West London to undertake building recording of the former Grade II Listed Telephone Exchange, Ashdown Road, Royal Borough of Kingston upon Thames.   The recording was carried out in January 2017 prior to alteration.  The Telephone Exchange designed by John Rutherford in the Arts and Crafts  style was built in 1908 by the Wisdom Brothers Company. It remained in operation  as a Telephone Exchange until 1938 when it was converted to additional sorting  and staff facilities for the Post Office. The two storey building is constructed  of red brick with stone dressings. The iron casement windows still survive.   The building has also retained its original roof lights over the first floor  'Switch Room' and parquet floors. Many of the rooms are still lined with white  and brown salt-glazed brickwork. A row of cast iron Doric columns in the large  basement 'Engineers Store' and ground floor 'Test Room' support downstands, which  in turn support RSJs and a concrete filler floor. The gable roofs were supported  by metal angle trusses. The building has one chimney stack and was heated by large  radiators generally placed beneath windows. Partition walls were added in 1938  when the building was converted to Post Office sorting and staff facilities.  The ceilings of several rooms in the basement were strengthened with red painted  RSJs for use as an Air Raid Shelter for staff during the Second World War.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
ceb6390a-61fb-4955-890a-fd033272bfd7,,OASIS ID,preconst1-276761,,,,,,,,,,,,,,,,,,,,,,
cf5559fd-82fc-48bb-a708-94766c308d25,,Site Code,BBB05,Excavation,City of London,Borough,Current,Primary,Bow Bells House,,,,Bread Street,,London,EC4,ELO7641,Event - Intervention,Primary,Excavation at Bow Bells House,2006-01-16,2007-03-30,Full,"An archaeological excavation and watching brief was undertaken by the Museum of London Archaeology Service between 2006-2007.  This entry relates to the second and third phases of excavation in 2006, and an intermittent watching brief between 2006 and 2007.  This work indicated that prior to the Flavian period there was limited occupation, although some early pottery types have been recorded, and the road was constructed. This road would continue in use throughout the Roman period and probably later. During the Flavian period there appears to have been a massive phase of development. To the north and south of the site there are floors and hearts suggesting buildings fronting onto the road, and behind these is a zone of domestic pitting and small industrial practice as well as large quarry pits capped by large dump layers containing a very high quantity of domestic debris. After AD 160 there is a slump in activity and a decline in settlement that continues until after AD 300, when there is some evidence of an economic reveal. A 5th Century tile indicates some post Roman occupation. The site appears to have been unoccupied until the 10th Century. Specific assemblage including a selection of hygiene vessels and pharmaceutical wares and a later 15th Century table group were recorded,  as well as wall foundations.  *brickearth was generally encountered at c 10.80m OD*",
cf5559fd-82fc-48bb-a708-94766c308d25,,,,Watching Brief,,,,,,,,,,,,,,,,,,,,,
cfeef0c5-49a3-405c-a052-d60625c6ba94,,Site Code,TKY01,Borehole Survey,City of London,Borough,Current,Primary,,,,01-Feb,Kings Arms Yard,,London,EC2,ELO17156,Event - Intervention,Primary,Borehole Survey at Kings Arms Yard,2006-12-01,2007-07-15,Full,"A Geoarchaeological investigation consisting of a single borehole was conducted by AOC Archaeology Group at 1-2 Kings Arms Yard and 19 Tokenhouse Yard, City of London, EC2 in December 2006, with subsequent laboratory analysis lasting until July 2007. A previous geoarchaeological investigation comprising ten boreholes was carried out by ArchaeoScape in October 2001 (ELO 7648).  Ground surface at the site was 13.3m OD, although this represented the substantial thickness of made ground associated with a long sequence of urban development. The radiocarbon dated geoarchaeological and pollen-stratigraphical records indicated that the deeply stratified sequences of Roman and Medieval deposits often encountered in this part of the Walbrook valley had been removed by Post Medieval/Modern human disturbance to a depth of approximately 5.14m OD. Underneath this level, borehole records indicated deposits of mineral and organic rich sediments laid down within and on the margins of a stream flowing through the upper Walbrook valley. This stream undoubtedly formed part of the network of streams that occupied the valley throughout Prehistory, and was certainly active in the late Iron Age, as indicated by radiocarbon dating and a fragment of in situ late Iron Age pottery found in one of the 2001 borehole samples. Natural sand and gravel was encountered in the bottom metre of the sample (4.14-3.14m OD).",
cfeef0c5-49a3-405c-a052-d60625c6ba94,,OASIS ID,aocarcha1-29042,,,,,,,,,,,,,,,,,,,,,,
cfeef0c5-49a3-405c-a052-d60625c6ba94,,,,,,,,Alternate,,,,19,Tokenhouse Yard,,,,,,,,,,,,
cfeef0c5-49a3-405c-a052-d60625c6ba94,,OASIS ID,aocarcha1-29042,,,,,,,,,,,,,,,,,,,,,,
d000dc81-d2f3-49a2-aa07-30aca0169faf,,Site Code,HCD01,Unsystematic Fieldwalking Survey,Havering,Borough,Current,Primary,Harold Court,,,,Harold Court Road,,Romford,RM3 0LA,ELO555,Event - Survey,Primary,Unsystematic Fieldwalking Survey at Harrold Court,2001-12-06,2001-12-10,Full,"In December 2001 Essex County Council Field Archaeology Unit undertook a fieldwalking survey at Harold Court, Romford, London.   Fieldwalking Survey uncovered a greater than average distribution of burnt flint in two distinct areas. Finds of Roman, Medieval and Post Medieval material were present.",
d000dc81-d2f3-49a2-aa07-30aca0169faf,,,,,Essex,County,Former,,,,,,,,,,,,,,,,,,
d04a1420-3616-4c56-82c4-e2d123208e58,,,,Desk Based Assessment,Enfield,Borough,Current,,,,,,,,,,ELO12561,Event - Interpretation,Primary,Desk Based Assessment at Queensway/High Street,2012-10-01,2012-10-30,Full,"A desk based assessment was undertaken at land in Ponders End, Enfield by CgMs Consulting in October 2012.   The assessment has established that there are no known significant undesignated heritage assets in the site. There site is thought to have the potential for Prehistoric, Roman, Medieval and Post Medieval remains, although they may be affected by modern truncation.",A GIS polygon was drawn over the approximate area of the development. Mapped at 1:1250 using OS MasterMap as a base.
d051d68e-c955-4c8c-b2a6-e732111ff200,,,,Watching Brief,Richmond upon Thames,Borough,Current,Primary,Ham House,,,,Ham Street,,Richmond,TW10 7RS,ELO18668,Event - Intervention,Primary,Watching Brief at Ham House,2016-01-26,2016-01-26,Full,"A watching brief was carried out at Ham House, Richmond upon Thames, by the National Trust on 26th January 2016. Three trenches were excavated for the purpose of installing drainage pipes. Trenches 22 (9.3m by 0.24m, depth 0.5m) and 23 (0.6m by 0.4m, depth 0.7m) were in the West Forecourt, while Trench 24 (0.8m by 0.5m, depth 1m) was in the Cherry Garden to the north east of the house. No significant archaeological features or finds were observed, with any potential buried archaeology likely to have been heavily disturbed by the previous installation of services.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
d05ecb32-355d-4bde-a03c-299bab3da8f4,,,,Desk Based Assessment,Havering,Borough,Current,,,,,,,,,,ELO17318,Event - Interpretation,Primary,Desk Based Assessment at Bridge Close,2017-04-01,2017-04-01,Full,"A Heritage desk based assessment was carried out by Orion heritage at Bridge Close, Romford, London Borough of Havering in April 2017.  The assessment has also identified low-medium potential for Neolithic, Bronze Age and Iron Age finds or features, and medium potential for sub-surface remains of Medieval date, across the  site in general. A low potential is identified for early Prehistoric, Roman and Anglo-Saxon  periods. Based on archaeological evidence in the wider study area, sub-surface remains of  significance which would warrant preservation in situ are not anticipated. Proposed groundworks associated with re-development are anticipated to result a medium to high magnitude of impact should deposits of archaeological interest be present on site. It is therefore recommended that development of the site is preceded by a programme of archaeological works to characterise the sub-surface archaeological resource and inform a final mitigation scheme.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
d0c6995c-a350-4c19-9d55-142e3bb111cd,,,,Desk Based Assessment,Islington,Borough,Current,Primary,,,,1,Kingsland Passage,,London,N7,ELO17863,Event - Interpretation,Primary,Desk Based Assessment at Kingsland Passage,2016-10-01,2016-10-31,Full,"In October 2016 Museum of London Archaeology was commissioned to undertake an archaeological desk based assessments at 1 Kingsland Passage, London.   The report concludes that the main impacts on any buried heritage assets likely to be fairly localised and shallow and probably mostly within modern made ground. Whilst the proposed impact is not likely to be substantial an archaeological watching brief is recommended during groundworks to ensure that any archaeological assets are not removed without record.",
d106f362-c2ca-489d-b39e-4a039e04bd00,,Site Code,Unknown,Excavation,Enfield,Borough,Current,,,,,,,,,,ELO7485,Event - Intervention,Primary,Excavation at Flash Lane Aqueduct,1968-01-01,1969-12-31,Full,"The Industrial Archaeology Group of the Enfield Archaeology Society excavated an early 19th Century cast iron aqueduct  on the course of the new River at the bottom of Flash Road, Clay Hill, Enfield. In 1968/69.   The aqueduct was not a completely buried site.  Firstly a trench was cut across the central width of the aqueduct this revealed that four cast iron sections had been bolted together to give the total width, each section  having deep webs for extra strength. A quarter span of the aqueduct was then exposed and it showed  that the aqueduct was made up of four separate parts and that each part was at its interface with the next sealed with lead.  It was not revealed how the four parts were bolted together as the joints were concealed by bricks and cement. (After The New River, a cast iron aqueduct The London Archaeologist, Autumn 1970.)",
d1eac2f8-64db-4faf-ad10-492f771bcdec,,Site Code,HAV16,Watching Brief,City of Westminster,Borough,Current,Primary,,,,18-20,Hanover Square,,London,W1S,ELO17627,Event - Intervention,Primary,Watching Brief at Honover Square,2016-11-30,2016-12-06,Full,"From November to December 2016 Museum of London Archaeology was commissioned to undertake an archaeological watching brief carried  at 18-20 Hanover Square, London W1S.   The watching brief consisted of monitoring the ground reduction of the remaining southern area of a central courtyard known as Dering Yard.  The results of this work have provided evidence that 19th and 20th Century basements, associated foundations, brick drainage and considerable modern truncations including a Crossrail grout shaft, have removed the potential for earlier archaeological deposit survival.  Truncated natural terrace gravels were recorded across the entire watching brief area to levels of between 18.13m and 20.4m OD.",
d20692ce-ee1f-4ee1-b774-9bc027cb25ab,,,,Desk Based Assessment,Wandsworth,Borough,Current,Primary,Battersea Power Station,,,,Kirtling Street,,London,SW8 5BN,ELO18660,Event - Interpretation,Primary,Desk Based Assessment at Battersea Power Station,2009-06-01,2009-06-30,Full,"In June 2009 Museum of London Archaeology were commissioned to undertake an archaeological desk based assessment in advance of proposed development at Battersea Power Station. The DBA covers three areas, comprising Area A (the main site with Battersea Power Station building), Area B (a small light industrial area to the east), and Area C (a small light industrial area 150m to the north-east).   Battersea Power Station is Grade II* Listed and the Battersea Water Pumping Station is Grade II listed. Both are within the site. The site is also within an APA for the Thames foreshore riverfront with a high potential for remains dating to the Prehistoric period onwards.   It was found that there is a high potential for remains dating to the Post Medieval period, including those of an extensive 19th Century waterworks and footings of buildings associated with the power station. Additionally there is thought to be a high potential for Prehistoric remains. These are thought to consist of evidence of human activity on the river edge, including settlement, timber tracks or boats as well as palaeoenvironmental remains. There is also thought to a low to moderate potential for Roman remains associated with possible exploitation of marshland resources. It is thought there is a low potential for Medieval remains.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
d274f23a-7be7-49f1-affb-c5e415ea4a30,,Site Code,MFM98,Excavation,Hounslow,Borough,Current,Primary,Mayfield Farm,,,,Stanwell Road,,Staines-upon-Thames,TW19,ELO1380,Event - Intervention,Primary,Excavation at Mayfield Farm Constructed Wetland Project,2000-02-24,2001-08-10,Full,"Framework Archaeology was commissioned by Heathrow Airport Ltd to undertake a programme of archaeological assessment and mitigation in advance of and during the development of a constructed wetland and upgrading of the existing Eastern Reservoir at Mayfield Farm, Stanwell Road, Hounslow. Archaeological mitigation was carried out between the 24th Feb and the 14th April 2000. Monitoring of the construction of the cycle path took place between 21st May and 10th August 2001. Within the Mayfield Farm site there are two Scheduled Monuments: LO61, a complex of ditched field systems and ring ditches; LO62, a large double ditch enclosure. Only LO61 was directly affected by the development programme. In this instance it was proposed to construct a cycle path from north to south across the Scheduled Monument. In accordance with SM Consent the construction of the cycle path was archaeologically monitored and caused no disturbance to the monument. Within the remaining Scheme footprint, prior field evaluation allowed the identification of ten mitigation 'zones'. The strategy for each zone was dependant on the potential impact development would have on the individual zone. One of these zones included the monitoring of the construction of the cycle path (above). In the remaining zones, fieldwork revealed that the extensive Bronze Age agricultural activity found elsewhere in the area was not confined to the Taplow terrace as previously thought, but spread further south, at the very least to the northern edge of the Kempton Park terrace. The lack of Romano-British remains or deposits from the mitigation fieldwork suggests that the focus of activity during this period was confined to the vicinity of SM LO61.",
d274f23a-7be7-49f1-affb-c5e415ea4a30,,,,Watching Brief,,,,,,,,,,,,,,,,,,,,,
d3d7ee1f-0660-46aa-9a31-f389e3103be1,,,,Desk Based Assessment,Southwark,Borough,Current,Primary,,,,95,Southwark Street,,London,SE1,ELO18251,Event - Interpretation,Primary,Desk Based Assessment at Southwark Street,2001-08-01,2001-08-31,Full,"Sutton Archaeological Services conducted an archaeological desk based assessment in 2001 about 95 Southwark Street.   The site was an area of low lying river terrace in Prehistoric times with overlying Prehistoric occupation. In the Early Medieval period, the site was reclaimed from the river and developed into wharves and timber revetments. By the mid 16th Century there was domestic occupation along the river frontage to the west of Southwark. Over the next 400 years domestic occupation expanded into the hinterland and area became more commercial and industrial and less domestic.   It is possible the ste was occupied in the Prehistoric period and then from the Tudor periods. Cartogrpahic sources show that  the site was occupied in the 17th Century by a public houses known as ""The Golden Lyon"".",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
d3ef467c-2352-4c42-b875-1fc5043682ad,,Site Code,FSB93,Trial Trench,Hounslow,Borough,Current,,,,,,,,,,ELO3311,Event - Intervention,Primary,Trial Trench at Royal Nurseries,1993-12-01,1993-12-31,Full,"In early Autumn 1993, an archaeological field evaluation was undertaken on the 40 acre site of the Royal Nurseries, Felt-ham by the Museum of London Archaeology Service (Museum of London Archaeology Service).  While no significant archaeological remains could be found in any of the 40 25x 4m trenches which were opened and investigated by Museum of London Archaeology Service in Areas A through G, both Areas F and G did produce traces of probable Prehistoric and Roman activity including flint tools. Some faint traces of archaeological activity may well represent re-deposited materials which have been churned up by later activity.",
d480d423-e89c-4c40-9022-a8028408f185,,,,Desk Based Assessment,Ealing,Borough,Current,Primary,,,,96-102,Broadway,,London,W13 0SY,ELO18622,Event - Interpretation,Primary,Desk Based Assessment at Broadway,2018-01-01,2018-01-31,Full,"Pre-Construct Archaeology Ltd were commissioned by Silver DCC Ltd on behalf of A2Dominion Developments Limited to undertake an Archaeological Desk-Based Assessment of 96-102 Broadway, West Ealing, W13 0SY in January 2018.  The archaeological and historical background of the site indicated a low to moderate potential for Prehistoric and Medieval remains, and low potential for Roman and Early Medieval remains. The historic map regression suggests that the site was within an empty plot prior to the Ordnance Survey of 1886 where a small square structure (potentially domestic) was noted in the south-western corner of the site. By the Ordnance Survey of 1896 a further two structures were noted at the north-western extent of the site. The potential for postMedieval remains relating to agricultural features or the buildings noted in the Ordnance Survey of 1886 and 1896 is considered to be high. If evidence of farming practices or domestic buildings were uncovered they would be of local significance.  It was anticipated that the proposed scheme, in particular the demolition of the existing buildings and the construction of the mixed-use development, would have a significant impact on any archaeological deposits existing in situ. Overall the application site had a low to moderate potential of archaeological remains being found. If archaeology were to be found, remains would constitute only local significance. It is likely that any surviving archaeological horizons would have been impacted by previous developments and related services.",
d4b7952a-4b36-4f21-b6e6-c61e65f682b0,,Site Code,HLU03,Trial Trench,Havering,Borough,Current,,,,,,,,,,ELO750,Event - Intervention,Primary,Trial Trench at Hall Lane,2003-02-24,2003-02-27,Full,"Oxford Archaeology carried out an archaeological evaluation on the site of Hall Lane, Upminster, Havering, London between the 24/02/03 and 27/02/03, on behalf of Bryant Homes (Eastern) Ltd, in advance of proposed construction upon the site of residential units. this consisted of 15 trenches 1.6m wide and of varying length. this concentrated on the meadow land with no previous construction disturbance around the southern and western part of the site. No significant archaeological features or finds were discovered.",
d513305b-ba9c-4d28-acca-b46598f2d127,,Site Code,JCP08,Watching Brief,City of Westminster,Borough,Current,Primary,,,,197,St James's Church,Piccadilly,London,W1,ELO14763,Event - Intervention,Primary,Watching Brief at St James's Church,2008-04-01,2008-07-31,Full,"A watching brief by Museum of London Archaeology Service at St James's Church, 197 Piccadilly, W1, in April-July 2008. The excavation of twelve trial pits was monitored, the majority revealing 20th Century rubble and concrete, including some underpinning carried out to consolidate the church after wartime bomb damage. Excavations in the church courtyard, the coffee shop courtyard and near the entrance from Jermyn Street revealed in-situ burials of probable 18th to 19th Century date beneath modern made-ground and paving; these were left in position and reburied. Two test pits excavated in the church hall revealed natural silty clay below the modern concrete slab.",
